Beijingshi_110000,Beijingshi_110000,Beijingshi_110000,Beijingshi_110000,Beijingshi_110000,Beijingshi_110000,Beijingshi_110000,Beijingshi_110000,Wuhanshi_420100,Wuhanshi_420100,Wuhanshi_420100,Wuhanshi_420100,Wuhanshi_420100,Wuhanshi_420100,Wuhanshi_420100,Wuhanshi_420100
26639411.550475635,1951883.7030482641,0.1946154335870201,0.014259261956144955,0.09394629494180741,0.006884503949255848,0.025347656557939295,0.0018567484329214043,10619925.081686392,1010283.0120886571,135.91352656493922,12.928330201355143,134.2120498377896,12.76951345422278,97.90729289973933,9.313598989862856
26564667.794740733,2026710.8111845267,0.23888986199612805,0.01822736589358368,0.12214262415967023,0.009316152830832296,0.03603226154850209,0.0027504402505863735,10582219.191402024,1047994.9384396895,147.8170891669967,14.639958095114373,145.52379602845727,14.410061242623211,111.50546472009856,11.043832755940727
26500758.289471354,2090706.5386832485,0.2911719640491792,0.022993404705567183,0.1551907110105269,0.012199185527452838,0.04993744597503992,0.0039650915170116275,10550097.935450811,1080120.4417993685,160.459093857443,16.446298730889453,158.04638495684338,16.145470297870958,126.26364702162527,12.94425600786948
26446107.912488703,2145445.585963607,0.3495350111532321,0.028365560478109394,0.19534433264588236,0.01581924226952972,0.0673194977240123,0.0054795268127404125,10522729.239403669,1107490.8144875658,174.33896042945904,18.36202195218642,171.57055027584934,18.031189877659898,142.37779286866078,14.998254319528213
26399385.118010834,2192259.139579037,0.41669175486374666,0.03461142635504497,0.2424724916403514,0.02010915660698722,0.08904592868306185,0.007411445845409203,10499413.601028722,1130805.1230160906,189.34263091300727,20.405078612659352,186.3472441079377,20.04586640459271,159.91533026701103,17.235409666031867
26359454.02563918,2232282.7721789265,0.49665038775491177,0.04211949142396604,0.2958897411336591,0.024922451532538248,0.11621259156344714,0.009919168533951228,10479556.878074447,1150657.164218408,205.19840979742006,22.59322539220153,202.75646288959385,22.150799789671336,178.91669536889873,19.698102903928618
26325332.45205896,2266498.401717616,0.5908142925914456,0.0510145115034498,0.3564981936522298,0.030343596617405048,0.14969424713271925,0.013089287168151865,10462646.415266149,1167559.0417290805,222.00775489142615,24.941487876381718,220.92165582268586,24.3576976330804,199.51361648708095,22.402935566751623
26296167.10032391,2295759.0957437158,0.6974712196422667,0.06111028166559303,0.42709050277394256,0.036728219862015986,0.19009301775943388,0.01692319593520138,10448237.375256544,1181954.788963635,240.3182320341421,27.462759974605362,240.65808149625784,26.736975691957458,221.94610971720417,25.335805725795403
26271220.69200395,2320801.9347668574,0.8134930649769953,0.07208191211161191,0.5114536843575328,0.044567740293863525,0.23794705393206023,0.021388045656283727,10435946.139497958,1194227.085572129,260.89791502777314,30.17030614186954,261.6389745568194,29.387439682139384,246.51343957319568,28.468904255788743
26249865.827474374,2342254.148698832,0.9370674225862489,0.08373970901826544,0.6129136440581237,0.05427288734471095,0.294061740414248,0.026497671576239973,10425447.645003494,1204700.1143396273,284.3705121627686,33.08093286898023,283.663384305194,32.38818348087451,273.49429804048975,31.78789784513665
26231580.35962524,2360637.740366178,1.0702820831666864,0.09628676197285845,0.7329602778503606,0.06597057303933254,0.3598257686986118,0.03238904204934511,10416473.522964677,1213641.6055068308,310.87050070617613,36.21759590610103,306.90954709798825,35.75353879748934,303.07145545188644,35.317565090403875
26215939.06626956,2376377.8100912576,1.2203836524117717,0.11044233961458674,0.87059301228064,0.0794085830279746,0.4373744024211964,0.03935977596423642,10408807.905192966,1221267.1154841003,339.87755072394066,39.610209684501925,332.0576544317467,39.41191137900019,335.29613659084237,39.13415201471241
26202596.40652894,2389819.7953388146,1.3985314616492077,0.12731319509997593,1.0230266511699035,0.09406255249472335,0.5294622623987806,0.04783227675103297,10402277.764352582,1227749.5869321055,370.38951960789154,43.293425401376425,360.16587858785175,43.229338817658146,370.1273754269912,43.352713349725505
26191255.146475226,2401260.8394251014,1.6148679436660076,0.14789488301017942,1.1883973954884814,0.109539692973965,0.6389079579511839,0.05821003081368399,10396734.653952094,1233237.23718235,401.5932986781638,47.30014423259709,392.18351771623463,47.09860502741767,407.5816018886926,48.07770592089018
26181615.63930693,2411000.503286528,1.8687266465621615,0.1720851893178859,1.3711089031244703,0.12637373610712513,0.7674728911707337,0.07059161823058477,10392024.714062184,1237882.821970779,434.1927932317981,51.64953213827664,427.98512223595793,51.11474645631759,448.0277140774083,53.305100475611134
26173342.17390932,2419374.4035957768,2.1545097910506152,0.19989406940548365,1.5792601054085218,0.14446007705846015,0.9161716167439211,0.08549379845882249,10387969.304936057,1241863.0378251935,470.3334605040361,56.363904807673855,466.467173330066,55.48680927517928,492.1371019257272,58.98135716476567
26166267.870859034,2426549.3568776487,2.4896771471340453,0.2333803979169875,1.8087984589398751,0.16240000519285697,1.0891176408354135,0.10386512631551448,10384487.935537187,1245258.2322809566,508.7479477219328,61.50688562087258,509.03362666556336,59.995208669165,539.8650093322341,65.28782713629889
26160226.31496355,2432691.7548050373,2.8283388235913165,0.26538023054946464,2.087933141334122,0.18904583969381913,1.285183207832799,0.12226378243704429,10381495.539577574,1248150.337339339,553.5166754680952,67.02816813489744,553.0479864282215,65.48681862459917,592.5349033310969,71.76870873963053
26155071.626005422,2437947.4140277514,3.1937560885883176,0.29907601772604125,2.411024319266817,0.22171868106922726,1.5094855252597381,0.14232774644045967,10378919.58018281,1250611.5617316237,603.4600826378787,72.99500543963892,599.9682770141512,71.70436694256536,650.1375217204684,78.65005624749112
26150682.773268566,2442437.2899729847,3.63601179308976,0.34159715270157026,2.7597506270644625,0.2534255648898632,1.7698091637349576,0.16762940333272178,10376701.339733874,1252701.3466761638,655.3298752921582,79.52377811862135,652.889225024968,77.96196108407811,712.1603674426732,86.42480082302673
26146954.741676636,2446266.332630839,4.193832660277279,0.398377181576549,3.1222976959253783,0.27914481091640647,2.0733216979989177,0.20095228987669955,10374789.5110139,1254471.1002106415,706.8547929006241,86.71695999952634,714.2118779053153,83.76433450302414,778.3661301984091,95.47589089288326
26143793.214125358,2449528.814404093,4.876230051013873,0.47043539530130624,3.502620381531858,0.2988649262343189,2.4250286032313233,0.2429775562770276,10373136.558363969,1255967.0234274263,758.210045112189,94.63238407298574,784.5215858047216,89.10681163499846,849.1699371776728,105.89418003323763
26141112.072952747,2452310.829530401,5.65982736823822,0.5539734298914513,3.921852677681245,0.3180533880478703,2.8276054150985415,0.2920868051903019,10371697.289993832,1257231.4074840725,812.2392177733357,103.27815410668323,862.422471125645,94.52241265992001,925.6991340415989,117.45054622446366
26138833.02349126,2454690.664584902,6.497742263172394,0.6416775010755851,4.413939303563581,0.34623163178456834,3.282245161969976,0.34498797006409515,10370429.082593376,1258302.7802610225,873.7574469152302,112.62654748180975,945.0765102195567,100.94251915630838,1009.6192972894066,129.68172633011636
26136886.642645936,2456737.7395714954,7.335891806226492,0.7251168995962688,5.017562952313451,0.39433257016124296,3.7901590777424676,0.39787089480927756,10369293.199390674,1259215.2815385081,948.2646594304299,122.6402547789148,1029.1953516929177,109.4375217651077,1102.8101791446384,142.04934965592273
26135214.155442495,2458510.819110832,8.132588785483742,0.7976293733852339,5.766441188463694,0.4715169688630514,4.354368603711777,0.4477992768101138,10368256.642802464,1259997.6455647275,1040.3976791600137,133.30430164019407,1112.2329957848974,120.90387098094062,1206.9752860948881,154.13165444446318
26133769.24248947,2460056.1932331244,8.877297295649576,0.8570840228338534,6.680066981928591,0.5821250044866487,4.981426687930217,0.4940456352766283,10367293.982822914,1260672.1698873262,1152.4499971119615,144.65699843525928,1193.5274592786923,135.76395218867583,1323.2687922192065,165.80737116123333
26132519.18129835,2461406.5272839647,9.604415780348205,0.9079123353798483,7.756966866144186,0.7234393303987915,5.682706390489476,0.5390759669437055,10366388.60229649,1261254.0493201972,1283.2880045316087,156.81326325742936,1275.139550408292,153.74520606319237,1452.0234884373708,177.391256427767
26131444.62440582,2462581.0804511677,10.397955690650242,0.9617979856312232,8.972550707993399,0.8849359761616264,6.474894803167713,0.5888907511214185,10365532.800220797,1261751.4539176945,1427.9924875450085,169.97366377758965,1362.1368782225463,173.8049154502279,1592.6634688152187,189.68076145751007
26130537.317242052,2463587.992420881,11.382983922714901,1.0364160272484544,10.283627077143544,1.049699406175923,7.379330291879986,0.652428966101061,10364726.194225213,1262166.7298282275,1578.554182096023,184.41252348265542,1462.07122086839,194.26707984618818,1743.8852550602264,203.87331885013168
26129795.05868909,2464429.337670964,12.699697197430256,1.1516121028058925,11.641658202423896,1.1986780631935012,8.419821070371038,0.7397417789213588,10363971.863371165,1262499.1018993354,1725.9521878979738,200.43843782568996,1583.3973772550708,213.23779859480888,1904.19106034153,221.31373159995633
26129213.207273416,2465109.6469098115,14.455996544935141,1.322412297853396,13.016828502870982,1.318456722350122,9.618583113589555,0.8586425704993523,10363269.672419915,1262749.2569062554,1863.9440401206814,218.32054581471283,1732.5816265612398,229.3655839185481,2072.8578935685755,243.03114817420393
26128772.03593663,2465648.595168749,16.6544300569062,1.548254265399181,14.435000681069202,1.4132219813700906,10.989935419182908,1.0095399581304185,10362606.218713637,1262926.1862760098,1994.8962375337164,238.17390256724508,1909.6479200467506,243.01302490259712,2251.4262052625927,269.025107516727
26128419.238328304,2466098.5560561083,19.089372069493603,1.7978302470349017,16.029633366414433,1.5215972125938273,12.531390625551486,1.1781604773619163,10361940.842815708,1263056.6671790825,2137.984025826696,259.79729835763277,2101.909929631027,257.90622354938927,2445.791776155078,297.26013783292416
26128085.373234596,2466529.202933637,21.26024934869077,2.0047522407718996,18.11267643404732,1.7150364351613567,14.20177679293779,1.3378915332052475,10361212.046433466,1263176.266901931,2333.5906038537314,283.8622209117402,2281.266296462589,279.51970767448876,2666.8021341994304,324.38107428150056
26127806.572888184,2466904.147129531,23.489104019054032,2.2141078670409775,20.555983575454803,1.9493279255043834,16.050858828132338,1.5107680839238053,10360448.57771013,1263264.2125141588,2559.8155139086684,310.84903998185155,2466.7762135767575,303.63315364389587,2910.16985167372,353.28683385820784
26127579.47407886,2467226.3455508864,26.364362022364137,2.486237418334913,23.025590840642867,2.1821118313922416,18.194734513178663,1.713803574483814,10359663.532673804,1263322.9467075723,2781.031328868619,337.9341859589031,2686.3901182085447,330.3005190213511,3169.7181235385115,385.0615625490627
26127396.699779425,2467503.1674058917,29.756528792509208,2.8081320641282432,25.656623959681525,2.4279908122937592,20.6331030053095,1.9459151079337322,10358843.240397727,1263354.5901118568,3009.3944663450784,366.27738196366573,2934.197365208095,359.53238719824276,3449.4937702963307,419.7914550774453
26127252.39310341,2467740.59790457,33.27992587622553,3.141239751792135,28.757318384690848,2.721064256491295,23.324687826645658,2.2003475030646227,10357965.80172179,1263359.4955403514,3274.173643121387,398.5858276897452,3192.3820449625982,391.1057433024245,3757.2460776794974,457.33559988764085
26127141.46641043,2467943.8034953754,36.62029614885588,3.4540819416886803,32.59508031690396,3.0908031300108063,26.243062163063364,2.472191411628341,10357011.404974675,1263337.8497551568,3600.3891226891656,437.1834748272751,3446.401901211778,424.89168350918845,4099.986899665648,497.6331485587354
26127059.152706366,2468117.480462709,39.71028210283086,3.739726248836304,37.2822403424003,3.549157035878502,29.40670022815589,2.762426389147896,10355967.801402073,1263290.5498732196,3997.3903547323466,482.9795098329856,3693.1173022403686,461.03014063485404,4481.622795717405,540.8694695175966
26127000.804292653,2468266.0258625303,42.781261493802816,4.020950207870615,42.74285148437823,4.086792878466604,32.88809053127189,3.0791400631187984,10354831.84589953,1263219.4892709483,4455.512442804482,535.167729388605,3943.189852637822,499.9804527570722,4902.2718581676745,587.5276323714625
26126961.88361872,2468393.5697733467,46.32002462936153,4.34593137802518,48.74188347983574,4.6763645276909855,36.80674688861285,3.4365745424001823,10353608.008648362,1263127.3878448443,4948.95187644497,591.4884938895503,4219.070232815466,542.4766016059486,5358.877885672019,638.3515691806456
26126938.091291796,2468503.907839839,50.958777585261174,4.7772990048565065,54.958165088528524,5.28071287782331,41.31095301637202,3.852651211594446,10352304.763253206,1263017.3014856698,5443.001963979921,648.8849443058587,4549.8948534713545,589.4159474700996,5846.734558649601,694.2472589918779
26126925.576198213,2468600.3730862606,57.32695563408778,5.377382455437714,61.082426242074,5.86389569568034,46.55307654489719,4.34562505421422,10350929.756979652,1262891.9456236623,5903.788402253271,704.385167757306,4964.610912193044,641.7102873617447,6361.532272634144,756.1482819528012
26126921.172690336,2468685.685977004,65.89333117129678,6.1924916437452335,66.92179184107056,6.402946652953089,52.66328829285982,4.930519648435458,10349484.668690493,1262752.9677022935,6308.645419533859,756.0419971446869,5484.649439388513,700.1280631849469,6901.540285456384,824.8720893281342
26126922.609793324,2468761.821701394,76.82690042354963,7.239064662962945,72.49207900810089,6.898262937438535,59.726522640412696,5.615993979235365,10347960.6600791,1262600.303438105,6655.272927844131,803.7621301791864,6117.465920735476,765.1565466510965,7469.536834179512,900.9933357380178
26126928.637385823,2468829.933660136,89.9050332242794,8.494517841428118,78.07924960448825,7.380520837936399,67.76751484031878,6.402292210714077,10346335.325798385,1262431.7517241023,6967.8151209561265,849.8562531518119,6852.26808333931,836.9128276857637,8074.099877709019,984.7606199390609
26126939.014308777,2468890.3721304564,104.49737014141421,9.89563343894367,84.25136981867482,7.912018697573936,76.74875110603345,7.280927562398705,10344572.048083901,1262242.9030342528,7298.000954300421,899.1418547848356,7659.250432789837,915.1324330710105,8729.871120998467,1076.0829804686082
26126954.30335648,2468942.837087378,119.6539512421881,11.347320200180796,91.80242863409086,8.58034663032112,86.58616731572243,8.236751433328656,10342622.66146955,1262027.5561865577,7719.486943033709,958.4304155072041,8493.655128307182,999.2644020672769,9456.405976772621,1174.6124924727342
26126975.418104045,2468986.704158199,134.32606077996866,12.744581981896939,101.60936698438391,9.48228239545901,97.18743217119824,9.25305891772096,10340434.333194418,1261778.7583222338,8313.542714510684,1035.2306574958623,9305.978783166953,1088.7016457589496,10275.222120689434,1279.9493120384898
26127002.86652544,2469021.56268751,147.74827208803097,14.0105296706928,114.38366940387681,10.695812824764081,108.51765065075686,10.32038185601443,10337961.564899217,1261490.6029585234,9144.2197514059,1135.4995408249476,10059.64477759496,1183.175416867721,11204.65929586233,1391.9955143509117
26127035.636356216,2469048.004889967,160.01017696520688,15.15327160803329,130.29886998112352,12.23818019717098,120.69732359489785,11.449620565091283,10335184.221210876,1261160.9209726017,10221.143761731251,1260.2726910648266,10757.460671321716,1283.342716777827,12252.163022664288,1511.484071995317
26127069.66715512,2469068.705068018,172.84628383833908,16.344517739256847,148.4753244234317,14.007852955676446,134.13739926390946,12.690165391475269,10332132.490813745,1260794.9993741391,11448.071111994803,1401.005943672881,11478.180302986953,1391.5954665173153,13403.60486973515,1640.7093197253905
26127096.44483912,2469089.333218396,190.5026003852596,18.00530844088019,166.41247536113568,15.721889842403682,149.68959533694033,14.149233478036924,10328914.303333612,1260409.5038720893,12566.625470774152,1534.264313056892,12416.38788466215,1513.4263713260082,14611.730129362066,1784.064109102345
26127116.461115558,2469108.704732468,213.32324854802752,20.16549751703236,184.1831971350857,17.393935184589733,167.5702142079749,15.843229620546069,10325511.148639,1260001.4555374153,13575.95741912995,1658.7473928789323,13584.389528556994,1653.0770843166604,15884.233750778456,1940.9447782341954
26127133.006859235,2469125.2303745775,237.28789031512952,22.43124154784129,204.8068944688409,19.341272454767438,187.22584770713743,17.70188290372889,10321762.340386096,1259550.156268376,14758.476981363905,1803.3832870996225,14796.7960872634,1800.3225780618172,17285.753023930884,2112.374790810615
26127145.130856443,2469139.182954806,262.50741826476974,24.812661525144744,228.5985407109544,21.594472781074845,208.85036906109605,19.74307396407249,10317636.038414612,1259051.8782105458,16131.685365016716,1970.1708646552047,16055.931212146748,1955.7507861438023,18828.162529875277,2299.6358622013745
26127150.884986956,2469150.6702988525,291.0476976763726,27.509054204563906,254.60711827122196,24.05467278082188,233.01025475596538,22.025265604353034,10313159.711867895,1258510.0980181547,17589.741516055044,2147.747128534856,17451.829912756657,2126.903284239199,20499.687608558805,2503.1842745604627
26127148.25590357,2469159.7504086564,325.0509466493552,30.727059743908363,281.8759267097443,26.622187245015105,260.30643835676545,24.610333676052974,10308359.850286039,1257928.153471706,19024.47816574792,2324.5136014307964,19077.505657799018,2321.577572319475,22288.898206646303,2723.5774986024935
26127135.68411465,2469166.497811712,365.67836255852495,34.578311442435385,310.154288577847,29.269135104502297,291.18509081911554,27.542742696737093,10303227.872690976,1257305.09196988,20393.651045367133,2496.0385753366377,20981.217772043496,2544.057757658744,24198.27565997799,2962.000287386636
26127112.245880593,2469171.0299550784,412.7236143449943,39.04201359838743,340.16124748403,32.06634319763659,325.8701219125328,30.84207965458084,10297707.432276424,1256634.1257570933,21746.088496286626,2667.7840504478354,23148.96174828134,2793.737014986921,26249.26417541351,3220.4639544992024
26127077.57333541,2469173.5025000526,464.7468201415014,43.977893502230245,373.5018528581196,35.17479235936136,364.39019737470596,34.5059594522457,10291698.314315522,1255903.1087480567,23213.408703056026,2854.2061887181244,25510.405093448382,3065.595200126291,28480.71877681742,3501.7525490258968
26127031.588244297,2469174.0823734924,519.5786297310328,49.17497358301619,412.33662588679556,38.81187035161704,406.67306641611646,38.52031544229479,10285072.124899033,1255096.4498107173,24977.97177702341,3075.2781074257305,27961.491328028183,3351.9949934497904,30942.661479941155,3809.189639704844
26126974.124808285,2469172.907431729,575.0440313376346,54.42160972529541,458.9048010936667,43.2026961549702,452.6799941943741,42.87408850634314,10277694.968116965,1254197.877368918,27226.73391808232,3351.483838103246,30396.93475785011,3645.2599494990727,33687.25746095658,4146.299420651454
26126904.51692703,2469170.041593082,629.7555022483062,59.58224177399773,515.0019380370649,48.52678014136621,502.55309387764134,47.57532813013707,10269452.309296481,1253193.4701861774,30100.670882118196,3698.33227618502,32745.828637397288,3940.497829100554,36758.9229833962,4516.4358510461825
26126821.22533067,2469165.4342949176,683.8251227648698,64.66630224471068,581.5124975987336,54.8702846479058,556.7483529165142,52.665718926755865,10260271.22190893,1252074.369191906,33649.43798172928,4121.4399467258745,35003.58934373938,4238.132590317581,40185.4768482551,4922.453541176275
26126721.579991903,2469158.8931312296,739.3452729847015,69.87472925677442,658.0979773365818,62.19414947154701,616.1271481437313,58.23054606013045,10250135.215758905,1250838.5852114614,37800.933847797074,4613.231411545049,37253.45918020491,4545.608414576916,43972.24713200964,5366.494097222528
26126601.713229213,2469150.0785267167,800.4875319092217,75.60952970661897,743.1412003746736,70.32834680463274,681.9790443210811,64.40111302107252,10239086.84406812,1249491.317461387,42355.43517948138,5152.306143149177,39670.79042890817,4877.729144307652,48101.04497730809,5849.961637182195
26126456.758912295,2469138.5293033402,873.0693983790324,82.43183869876651,834.0473523036321,79.00253013114487,755.9486707528781,71.34662520800919,10227213.28706705,1248043.197671191,47013.96971021521,5706.52069078815,42503.333271245596,5255.096508430745,52535.91720108825,6373.761190319074
26126281.393180743,2469123.7279953207,963.4384533345939,90.95392125192153,928.0023605646228,87.92334160358713,839.8394705853794,79.25255276461581,10214610.109707111,1246505.8746930459,51450.59461727437,6240.834963997769,46020.750195476365,5700.110512037322,57237.589484876924,6938.87369253183
26126070.79208699,2469105.2147685303,1076.5235829013316,101.65056229757279,1023.2892107900943,96.90864242039426,935.2671174115086,88.28248612654184,10201318.391106298,1244884.354460754,55438.24760249701,6730.9714589829355,50426.57951050218,6229.995366593944,62188.51191202676,7547.341290031642
26125822.081574515,2469082.758800288,1212.902881798068,114.57529098853145,1121.2627945744484,106.0889307237727,1043.135393800263,98.52049772942357,10187230.42334111,1243165.5101593602,59037.837871728145,7183.936253195338,55725.87058496129,6846.3143370129155,67430.41861664502,8203.736663720274
26125536.355202403,2469056.595975516,1364.7378565676638,128.96688533482643,1229.0838831478095,116.18621153787007,1162.9073263701703,109.89102333037872,10171959.17719763,1241302.1774667513,62860.24424056432,7666.4505934593935,61541.71343075127,7520.436881925924,73116.31330896981,8917.190086659562
26125219.8659163,2469027.5372556676,1513.3999540659222,143.0240352576346,1361.3062673401685,128.6663005175963,1292.2036386685659,122.11963500528235,10154818.636636585,1239210.7526463242,68106.71359452094,8309.349135859042,67085.82900388651,8191.1319760865445,79519.14786809657,9701.79795092791
26124864.476812616,2468994.7130399235,1668.2499064328752,157.6536800798501,1513.9986226870635,143.10833698667378,1433.8237666488108,135.49793892397932,10136005.606966363,1236915.1969334446,74186.97841287917,9048.990708403147,72829.7879992045,8897.331680004248,86560.86034803648,10558.261610273337
26124456.694217645,2468956.8273228044,1848.2713245122384,174.66740343332302,1677.1482822226358,158.52714759724756,1592.3094126584044,150.47656242149273,10115671.491025027,1234433.9721649918,80577.47690162661,9828.874116877287,79210.18154674218,9675.904486452262,94177.02947683375,11487.741029725563
26123992.792258162,2468913.5435240096,2052.5441090012214,193.97650139260256,1854.2103639380348,175.2531775842427,1768.8372168099006,167.16455475937957,10093654.618502568,1231747.3553244832,87379.20144661792,10660.515972408899,86222.3820786467,10528.080419810689,102432.95519815676,12497.218136004192
26123472.35800389,2468864.835272656,2272.837878564173,214.79628072333946,2053.7731354778857,194.11340746147337,1963.4506418628735,185.5575773919226,10069697.215132935,1228823.8947312522,94874.48728306236,11575.2276437376,93735.65225958597,11444.887384490641,111434.80941738297,13595.809795287601
26122893.694511652,2468810.553087463,2502.5014818123263,236.492190120894,2283.7013478464305,215.86444653371046,2176.623060431033,205.69302160092167,10043547.179619262,1225632.830196255,103315.86565139043,12601.094411531616,101645.45042803255,12419.636989295876,121286.70002604414,14792.883131732608
26122251.343902797,2468750.190985742,2741.2032152427273,259.03100858296153,2548.0303556552735,240.8918552367034,2410.099706383759,227.73352169163792,10015012.116532777,1222150.6868639612,112813.60018839593,13750.71489606253,109954.57121452443,13454.574697107799,132067.96071642658,16097.072385218382
26121535.3234915,2468682.81463717,2996.3156402849545,283.11265499675795,2846.085593503408,269.1248442630928,2667.1569383758624,251.9926071102877,9983974.775070643,1218363.1593207864,123303.03268437342,15017.642395107805,118796.71170215163,14562.808777080952,143826.800172651,17516.02464619411
26120731.66798191,2468607.112678499,3281.7388926042095,310.05818302127915,3173.301978080224,300.1154984321329,2952.4172634393553,278.91623684348815,9950379.043558093,1214263.4025505474,134572.8643369716,16379.469768950024,128416.05349451734,15766.632536536026,156586.44422455627,19056.70180551097
26119823.87075187,2468521.532805272,3614.9563768093776,341.5295253451787,3523.217805582181,333.2316732611687,3271.3585685710386,309.0339594600578,9914195.649580097,1209847.8463173609,146335.4986324823,17805.499509342346,139116.45105642255,17093.354309737642,170359.90455071162,20726.066057118158
26118794.817241,2468424.4642566973,4013.116739714659,379.1565514007847,3890.1177140338286,367.9127121967827,3629.6560082496994,342.89344215556804,9875376.715627912,1205110.6495564901,158320.5719852855,19266.940629309393,151193.81669252255,18569.749680743884,185169.5075168818,22531.976291502928
26117628.803461045,2468314.428309702,4488.9360153033585,424.14700261479385,4271.799280103873,403.93713246354844,4032.4949958167135,380.99211216005534,9833808.320145773,1200037.9113535585,170372.7982661705,20747.57401065253,164865.29252920454,20216.250417514766,201067.31673626968,24484.122717755075
26116313.2326462,2468190.2383983545,5047.21383454242,476.95486927615974,4671.937820006968,441.6514274883234,4483.993746653848,423.7196538692808,9789270.21386305,1194602.755092619,182535.25335025322,22252.827846029395,180208.7998649349,22041.984594466794,218152.58293786045,26594.82705213516
26114839.58306126,2468051.0914746705,5682.757593196333,537.0827731017232,5101.523964081928,482.1091338580044,4986.873821092068,471.3251050599569,9741411.841297157,1188762.4023535254,195099.22581521008,23815.20481247612,197126.55625432482,24041.782380660497,236582.35472919245,28879.535611027455
26113203.23998543,2467896.5522269863,6380.508470788952,603.0939195800969,5578.848574637051,527.0693107686761,5542.517114985138,523.9222955493276,9689753.81731252,1182458.3531390612,208601.75992054844,25494.002613242363,215346.15069116344,26196.261970808508,256571.38383987843,31356.832646156785
26111401.784889534,2467726.39177191,7118.663193861874,672.9091841743475,6127.509576653216,578.8035799240914,6151.5477458818095,581.5473716595009,9633724.008620903,1175620.789012301,223752.01699863322,27367.269524807478,234472.7672556665,28476.11013629064,278377.4584322023,34047.801259949585
26109431.334824514,2467540.2424360258,7875.585436677938,744.4648964640008,6771.91527093549,639.6608738413994,6815.07728273041,644.2821498469602,9572737.370108364,1168178.3157246478,241267.581388191,29513.93658594811,254106.14759119065,30851.67187336392,302268.29806511546,36974.559238919566
26107280.525038972,2467337.030243426,8641.30075251846,816.8068863068922,7529.75869930389,711.339040522059,7536.7517670496,712.4570428576111,9506328.685874201,1160074.161915015,261601.83704101073,31984.068065725376,274035.88257566054,33308.96362575365,328466.14389795734,40157.79714295753
